SMILES,num_rotable_bonds,rotable_proportion,non_rotable_proportion,molecular_formular,molecular_mass,carbon_mass,hydrogen_mass,nitrogen_mass,oxygen_mass,carbon_mass_ratio,hydrogen_mass_ratio,nitrogen_mass_ratio,oxygen_mass_ratio,num_carbon_atoms,num_hydrogen_atoms,num_nitrogen_atoms,num_oxygen_atoms,carbon_atom_ratio,hydrogen_atom_ratio,nitrogen_atom_ratio,oxygen_atom_ratio,num_atoms,degree_of_unsaturation,num_hydrogen_bond_acceptors,num_hydrogen_bond_donors,num_valence_electrons,num_lipinski_violations,num_chiral_centers,rings_cyclopropane_count,rings_spiropentane_count,rings_cyclobutane_count,rings_cyclopentane_count,rings_furan_count,rings_thiophene_count,rings_pyrrole_count,rings_2h_pyrrole_count,rings_3h_pyrrole_count,rings_pyrazole_count,rings_2h_imidazole_count,"rings_1,2,3_triazole_count","rings_1,2,4_triazole_count","rings_1,2_dithiole_count","rings_1,3_dithiole_count","rings_3h_1,2_oxathiole_count",rings_isoxazole_count,rings_oxazole_count,rings_thiazole_count,rings_isothiazole_count,"rings_1,2,3_oxadiazole_count","rings_1,2,4_oxadiazole_count","rings_1,2,5_oxadiazole_count","rings_1,3,4_oxadiazole_count","rings_1,2,3,4_oxatriazole_count","rings_1,2,3,5_oxatriazole_count","rings_3h_1,2,3_dioxazole_count","rings_1,2,4_dioxazole_count","rings_1,3,2_dioxazole_count","rings_1,3,4_dioxazole_count","rings_5h_1,2,5_oxathiazole_count","rings_1,3_oxathiole_count",rings_benzene_count,rings_cyclohexane_count,rings_2h_pyran_count,rings_4h_pyran_count,rings_2h_pyran_2_one_count,rings_4h_pyran_4_one_count,"rings_1,2_dioxin_count","rings_1,3_dioxin_count",rings_pyridine_count,rings_pyridazine_count,rings_pyrimidine_count,rings_pyrazine_count,rings_piperazine_count,"rings_1,3,5_triazine_count","rings_1,2,4_triazine_count","rings_1,2,3_triazine_count","rings_4h_1,2_oxazine_count","rings_2h_1,3_oxazine_count","rings_6h_1,3_oxazine_count","rings_6h_1,2_oxazine_count","rings_1,4_oxazine_count","rings_2h_1,2_oxazine_count","rings_4h_1,4_oxazine_count","rings_1,2,5_oxathiazine_count","rings_1,2,6_oxathiazine_count","rings_1,2,4_oxadiazine_count","rings_1,3,5_oxadiazine_count",rings_morpholine_count,rings_azepine_count,rings_oxepin_count,rings_thiepin_count,"rings_4h_1,2_diazepine_count",rings_indene_count,rings_2h_indene_count,rings_benzofuran_count,rings_isobenzofuran_count,rings_benzo_b_thiophene_count,rings_benzo_c_thiophene_count,rings_indole_count,rings_3h_indole_count,rings_1h_indole_count,rings_cyclopenta_b_pyridine_count,"rings_pyrano_3,4_b__pyrrole_count",rings_indazole_count,rings_benzisoxazole_count,rings_benzoxazole_count,"rings_2,1_benzisoxazole_count",rings_naphthalene_count,"rings_1,2,3,4_tetrahydronaphthalene_count",rings_octahydronaphthalene_count,rings_2h_1_benzopyran_count,rings_2h_1_benzopyran_2_one_count,rings_4h_1_benzopyran_4_one_count,rings_1h_2_benzopyran_1_one_count,rings_3h_2_benzopyran_1_one_count,rings_quinoline_count,rings_isoquinoline_count,rings_cinnoline_count,rings_quinazoline_count,"rings_1,8_napthyhridine_count","rings_1,7_napththyridine_count","rings_1,5_napththridine_count","rings_1,6_napthyridine_count","rings_2h_1,3_benzoxazine_count","rings_2h_1,4_benzoxazine_count","rings_1h_2,3_benzoxazine_count","rings_4h_3,1_benzoxazine_count","rings_2h_1,2_benzoxazine_count","rings_4h_1,3_benzoxazine_count",rings_anthracene_count,rings_phenanthrene_count,rings_phenalene_count,rings_fluorene_count,rings_carbazole_count,rings_xanthene_count,rings_acridine_count,rings_norpinane_count,rings_7h_purine_count,rings_steroid_ring_system_count,weisfeiler_lehman_hash,num_carbon_environments,rotational_symmetry_number,point_group,monoisotopic_molecular_mass
CN1Cc2c(-c3noc(C(C)(O)CO)n3)ncn2-c2cccc(Cl)c2C1=O,3,0.1,0.9,C17H16ClN5O4,389.7990000000001,204.18699999999995,16.127999999999993,70.035,63.996,0.5238263823149878,0.04137517028006739,0.1796695219844073,0.16417692195208297,17,16,5,4,0.3953488372093023,0.37209302325581395,0.11627906976744186,0.09302325581395349,43,12.0,8,2,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73ccb241c7b7ee23ca83d7350778d3d4,17,1,C1,389.08908167199996
Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,2,0.1111111111111111,0.8888888888888888,C10H13FN2O4,244.22199999999998,120.10999999999997,13.103999999999996,28.014,63.996,0.49180663494689253,0.05365609977807076,0.11470711074350387,0.2620402748319153,10,13,2,4,0.3333333333333333,0.43333333333333335,0.06666666666666667,0.13333333333333333,30,5.0,5,2,94,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891c4d9b522b92e4d167449c94b33db3,10,1,C1,244.085935116
ClCCl,0,0.0,1.0,CH2Cl2,84.93299999999999,12.011,2.016,0.0,0.0,0.14141735250138346,0.02373635689308043,0.0,0.0,1,2,0,0,0.2,0.4,0.0,0.0,5,0.0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c502b67eb6d91d909ba398fa39bec60c,1,2,C2v,83.953355424
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,12,0.3018867924528302,0.6981132075471698,C38H50N6O5,670.855,456.41800000000035,50.40000000000003,84.042,79.995,0.6803526842611299,0.0751280082879311,0.12527595382012507,0.11924335363081441,38,50,6,5,0.3838383838383838,0.5050505050505051,0.06060606060606061,0.050505050505050504,99,17.0,7,5,262,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66244b95f7dd1d45640232367be73f10,34,1,C1,670.3842687
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,7,0.2916666666666667,0.7083333333333334,C21H27NO,309.45300000000003,252.23099999999994,27.215999999999983,14.007,15.999,0.8150866205853552,0.08794873534914828,0.045263739566266926,0.05170090449922928,21,27,1,1,0.42,0.54,0.02,0.02,50,9.0,2,0,122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517a018f6f52060727533092b1592e11,12,1,C1,309.209264484
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,9,0.3125,0.6875,C21H32N6O3,416.52600000000024,252.23099999999994,32.25599999999998,84.042,47.997,0.605558836663257,0.07744054392762988,0.20176891718644202,0.1152317022226703,21,32,6,3,0.3387096774193548,0.5161290322580645,0.0967741935483871,0.04838709677419355,62,9.0,8,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7c455e4106f6485e8900ec883178af52,17,1,C1,416.25358888400007
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,7,0.21621621621621623,0.7837837837837838,C29H33ClN2O2,477.0480000000002,348.31900000000013,33.26399999999998,28.014,31.998,0.730155036809713,0.06972883231876031,0.05872365045026913,0.06707501131961562,29,33,2,2,0.43283582089552236,0.4925373134328358,0.029850746268656716,0.029850746268656716,67,14.0,3,1,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bca90a461161f664a09fcccfa7aae5ee,16,1,C1,476.223055976
CN1C2CCC1CC(OC(=O)[C@H](CO)c1ccccc1)C2,4,0.21739130434782608,0.782608695652174,C17H23NO3,289.37500000000006,204.18699999999995,23.183999999999987,14.007,47.997,0.7056138228941682,0.08011749460043191,0.04840431965442764,0.1658643628509719,17,23,1,3,0.38636363636363635,0.5227272727272727,0.022727272727272728,0.06818181818181818,44,7.0,4,1,114,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564006443858918d21911c4e2307c3f6,12,1,C1,289.167793596
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,8,0.3142857142857143,0.6857142857142857,C23H28ClN3O5S,494.0130000000003,276.253,28.223999999999982,42.021,79.995,0.5592018833512474,0.05713209976255678,0.08506051460184241,0.16192893709274847,23,28,3,5,0.3770491803278688,0.45901639344262296,0.04918032786885246,0.08196721311475409,61,13.0,5,3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4236a2dc37e1d75bb811b2ea93fa17cd,19,1,C1,493.14381967599996
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1,0.058823529411764705,0.9411764705882353,C9H7Cl2N5,256.09599999999995,108.09899999999998,7.056,70.035,0.0,0.4221034299637636,0.02755216793702362,0.27347166687492197,0.0,9,7,5,0,0.391304347826087,0.30434782608695654,0.21739130434782608,0.0,23,8.0,5,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93d17bfe3bbbbae5bc7474ec0e770d3a,9,1,C1,255.00785058399998
CCCC(C)C,2,0.4,0.6,C6H14,86.178,72.06599999999999,14.111999999999995,0.0,0.0,0.8362459096289075,0.16375409037109234,0.0,0.0,6,14,0,0,0.3,0.7,0.0,0.0,20,0.0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c73011dfdc6d5ea287b19ccee497c516,5,1,C1,86.109550448
C[C@H](N)Cc1ccccc1,2,0.2,0.8,C9H13N,135.20999999999998,108.09899999999998,13.103999999999996,14.007,0.0,0.7994896827157754,0.09691590858664298,0.10359440869758155,0.0,9,13,1,0,0.391304347826087,0.5652173913043478,0.043478260869565216,0.0,23,4.0,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5b14a1cbb4939c459f8853f2a0529632,7,1,C1,135.104799416
